,Unnamed: 0,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,weight number,WeightClass
1223,1223,Jorge Gurgel,14-10-0,,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,155,Lightweight
1224,1224,Fabio Gurgel,3-2-0,,"6' 0""",205 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
1225,1225,Andre Gusmao,6-3-0,,"6' 0""",205 lbs.,--,Orthodox,"May 19, 1977",2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,205,Lightheavyweight
1226,1226,Alexander Gustafsson,18-7-0,The Mauler,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4,205,Lightheavyweight
1227,1227,Justin Guthrie,18-9-0,,"6' 1""",170 lbs.,--,,"Jan 19, 1981",0.16,0.33,3.74,0.14,2.44,0.25,0.0,4.9,170,Welterweight
1228,1228,Horacio Gutierrez,4-3-0,The Punisher,"5' 10""",145 lbs.,--,,"Sep 15, 1990",0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,145,Featherweight
1229,1229,Chris Gutierrez,15-3-2,El Guapo,"5' 9""",145 lbs.,"67""",Orthodox,"Apr 22, 1991",4.23,0.58,2.11,0.62,0.47,0.5,0.76,0.2,145,Featherweight
1230,1230,Mike Guymon,15-6-1,The Joker,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,170,Welterweight
1231,1231,Chelsea Hackett,3-1-1,Hammer,"5' 4""",125 lbs.,"66""",Switch,"Aug 16, 1998",2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0,125,Flyweight
1232,1232,Keith Hackney,2-2-0,The Giant Killer,"5' 11""",200 lbs.,--,Sideways,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,Lightheavyweight
1233,1233,Steve Hadsel,3-0-0,,"5' 8""",170 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
1234,1234,Damir Hadzovic,13-6-0,,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",2.99,0.46,2.99,0.66,0.68,0.6,0.39,0.2,155,Lightweight
1235,1235,Tim Hague,21-13-0,The Trashing Machine,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,260,Heavyweight
1236,1236,Yazan Hajeh,6-1-0,Yazzle Dazzle,"5' 9""",145 lbs.,--,Orthodox,"Sep 04, 1992",1.54,0.25,17.44,0.44,0.0,0.0,1.0,0.0,145,Featherweight
1238,1238,Kevin Haley,6-4-0,The North Woods Nightmare,"6' 2""",205 lbs.,--,,--,0.87,0.59,0.87,0.64,3.0,1.0,0.0,2.0,205,Lightheavyweight
1239,1239,Mark Hall,5-6-0,,"6' 0""",190 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,Lightheavyweight
1240,1240,Uriah Hall,17-9-0,Prime Time,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.34,0.51,3.54,0.53,0.67,0.38,0.69,0.2,185,Middleweight
1241,1241,Ryan Hall,8-1-0,The Wizard,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",2.32,0.43,0.96,0.75,0.31,0.16,0.0,0.9,145,Featherweight
1242,1242,Dennis Hallman,NC),Superman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,155,Lightweight
1243,1243,Piotr Hallmann,18-6-0,Pletwal,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,155,Lightweight
1244,1244,Tony Halme,0-4-0,,"6' 3""",300 lbs.,--,Orthodox,"Jan 06, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,Heavyweight
1245,1245,Brandon Halsey,9-3-0,Bull,"6' 0""",185 lbs.,--,,"Sep 16, 1986",1.74,0.47,0.87,0.65,4.98,0.53,1.0,1.2,185,Middleweight
1246,1246,John Halverson,NC),The Hurricane,"5' 9""",155 lbs.,--,Southpaw,"Sep 08, 1972",2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,155,Lightweight
1247,1247,Seo Hee Ham,17-8-0,,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,115,Strawweight
1249,1249,Kazuhiro Hamanaka,5-7-1,,"6' 0""",185 lbs.,--,Southpaw,"Oct 24, 1978",1.7,0.37,0.91,0.6,0.0,0.0,0.5,0.0,185,Middleweight
1250,1250,Matt Hamill,12-8-0,The Hammer,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,205,Lightheavyweight
1251,1251,Jeremy Hamilton,9-2-0,Hawk,--,185 lbs.,--,,"Nov 14, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1252,1252,Anthony Hamilton,15-9-0,Freight Train,"6' 5""",260 lbs.,"76""",Orthodox,"Apr 14, 1980",3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,260,Heavyweight
1253,1253,CJ Hamilton,11-4-0,The Autobot,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986",2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0,125,Flyweight
1254,1254,Jared Hamman,14-6-0,The Messenger,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0,185,Middleweight
1255,1255,James Hammortree,6-3-0,The Sledge,"6' 3""",185 lbs.,--,Orthodox,"Nov 29, 1983",1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,185,Middleweight
1256,1256,Dean Hancock,2-1-0,The Hammer,--,155 lbs.,--,,--,7.97,0.63,1.94,0.67,1.71,0.33,0.75,1.7,155,Lightweight
1257,1257,Joachim Hansen,23-14-1,Hellboy,"5' 7""",150 lbs.,--,Southpaw,"May 26, 1979",2.01,0.43,2.04,0.58,2.21,0.58,0.34,1.9,150,Lightweight
1258,1258,Kay Hansen,7-4-0,,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",3.57,0.59,3.03,0.54,2.19,0.25,1.0,1.6,115,Strawweight
1259,1259,Nasrat Haqparast,12-3-0,,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",5.63,0.47,3.18,0.74,0.22,0.25,0.81,0.0,155,Lightweight
1260,1260,Janay Harding,2-3-0,Hollowpoint,--,135 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,Bantamweight
1261,1261,Antoni Hardonk,8-6-0,,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,245,Heavyweight
1262,1262,Dan Hardy,NC),The Outlaw,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,170,Welterweight
1263,1263,Greg Hardy,NC),Prince of War,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",4.77,0.49,2.78,0.57,0.24,0.33,0.83,0.0,265,Heavyweight
1264,1264,Baru Harn,1-2-0,Seiryu,--,265 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,Heavyweight
1265,1265,Scott Harper,12-7-0,,"6' 0""",185 lbs.,--,Orthodox,"Apr 14, 1972",1.3,0.54,4.98,0.47,3.25,1.0,0.0,0.0,185,Middleweight
1266,1266,Gerry Harris,1-4-0,,"6' 8""",270 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,Heavyweight
1267,1267,Gerald Harris,23-5-0,,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,185,Middleweight
1268,1268,Phil Harris,NC),Billy,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 04, 1983",2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,125,Flyweight
1269,1269,Walt Harris,NC),The Big Ticket,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",2.95,0.38,3.43,0.54,0.3,0.28,0.72,0.1,250,Heavyweight
1270,1270,Dhafir Harris,NC),Dada 5000,--,257 lbs.,--,,"Aug 04, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,Heavyweight
1271,1271,Trevor Harris,2-2-0,,"5' 6""",145 lbs.,--,,--,1.73,0.5,0.43,0.75,0.0,0.0,0.5,6.5,145,Featherweight
1272,1272,Collin Hart,6-3-1,,"6' 1""",185 lbs.,--,Orthodox,"Oct 12, 1989",6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,185,Middleweight
1273,1273,Dale Hartt,6-3-0,,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,155,Lightweight
1275,1275,Clay Harvison,13-6-0,Bushwacker,"6' 1""",170 lbs.,"74""",Orthodox,"Sep 25, 1980",3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,170,Welterweight
1276,1276,Hidehiko Hasegawa,19-20-6,,"5' 9""",170 lbs.,--,,"Jul 13, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
1277,1277,Chris Haseman,20-17-0,The Hammer,"5' 11""",205 lbs.,--,Orthodox,"Jun 02, 1969",0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,205,Lightheavyweight
1278,1278,Takayo Hashi,15-6-1,,"5' 4""",135 lbs.,--,Orthodox,"Oct 02, 1977",2.84,0.26,6.56,0.61,0.0,0.0,0.0,0.0,135,Bantamweight
1279,1279,Tomohiko Hashimoto,1-4-0,,"6' 0""",250 lbs.,--,Orthodox,--,0.0,0.0,11.67,0.3,0.0,0.0,0.0,0.0,250,Heavyweight
1280,1280,Justin Haskins,7-6-0,,"5' 10""",170 lbs.,--,Orthodox,"Aug 30, 1979",1.51,0.33,2.65,0.54,1.62,0.4,0.52,0.8,170,Welterweight
1281,1281,Hayder Hassan,6-3-0,Hulk,"5' 10""",170 lbs.,--,,"Oct 20, 1982",2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,170,Welterweight
1282,1282,Daiki Hata,17-11-7,DJ Taiki,"5' 6""",139 lbs.,--,Orthodox,"Aug 24, 1982",1.44,0.39,1.42,0.55,0.67,1.0,0.35,0.7,139,Featherweight
1283,1283,John Hathaway,17-2-0,The Hitman,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,170,Welterweight
1284,1284,Phillip Hawes,9-2-0,Megatron,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989",4.14,0.49,4.81,0.55,1.68,0.14,0.0,0.0,185,Middleweight
1285,1285,Justin Hawes,6-9-0,The Hawk,"5' 11""",205 lbs.,--,,"Jan 13, 1979",0.0,0.0,3.41,0.37,0.0,0.0,0.0,0.0,205,Lightheavyweight
1286,1286,Chris Hawk,5-10-0,,"6' 1""",205 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
1287,1287,Del Hawkins,22-17-0,The Filipino Delight,"5' 5""",135 lbs.,--,Orthodox,--,1.15,0.27,2.01,0.46,0.0,0.0,0.0,0.0,135,Bantamweight
1288,1288,Tommy Hayden,11-3-0,Wild Card,"5' 9""",145 lbs.,--,Southpaw,"Mar 11, 1986",1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0,145,Featherweight
1289,1289,Mike Hayes,20-12-2,,"6' 4""",230 lbs.,--,Orthodox,--,4.87,0.55,1.47,0.77,0.0,0.0,0.75,4.0,230,Heavyweight
1292,1292,Josh Haynes,14-11-0,Bring the Pain,"5' 9""",170 lbs.,--,Orthodox,"Jul 30, 1977",1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,170,Welterweight
1293,1293,Dustin Hazelett,12-7-0,McLovin,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,170,Welterweight
1294,1294,James Head,9-4-0,,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,170,Welterweight
1295,1295,Pat Healy,NC),Bam Bam,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 20, 1983",2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,155,Lightweight
1296,1296,Ryan Healy,25-14-1,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,"Jul 20, 1983",1.67,0.35,3.0,0.38,3.0,0.5,0.4,1.0,155,Lightweight
1297,1297,Spencer Hearns,1-0-0,,"5' 11""",185 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1298,1298,David Heath,18-7-0,,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976",1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,205,Lightheavyweight
1299,1299,Chris Heatherly,NC),Stump,"5' 9""",155 lbs.,--,Orthodox,"Nov 24, 1987",1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,155,Lightweight
1300,1300,Jake Hecht,11-4-0,Hitman,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,170,Welterweight
1301,1301,Nick Hein,NC),Sergeant,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,155,Lightweight
1302,1302,Ian Heinisch,14-3-0,The Hurricane,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988",3.62,0.52,2.85,0.59,1.16,0.19,0.62,0.5,185,Middleweight
1303,1303,Marcin Held,23-7-0,,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992",1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,155,Lightweight
1304,1304,Delson Heleno,29-10-0,Pe De Chumbo,"5' 11""",185 lbs.,--,Orthodox,"Nov 16, 1977",0.69,0.75,4.83,0.19,0.0,0.0,0.0,0.0,185,Middleweight
1305,1305,Matt Helm,1-1-0,,--,155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
1306,1306,Elisha Helsper,0-4-0,Knuckles,"5' 6""",135 lbs.,--,Orthodox,"Feb 06, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,Bantamweight
1307,1307,Dan Henderson,32-15-0,Hendo,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,185,Middleweight
1308,1308,Benson Henderson,24-7-0,Smooth,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,170,Welterweight
1309,1309,Ron Henderson,4-3-0,,"5' 10""",125 lbs.,--,,--,2.53,0.25,3.6,0.48,1.0,0.2,0.0,0.0,125,Flyweight
1310,1310,Josh Hendricks,NC),,"6' 2""",235 lbs.,--,Southpaw,"Aug 28, 1976",0.98,0.2,11.8,0.29,0.0,0.0,0.0,0.0,235,Heavyweight
1311,1311,Johny Hendricks,18-8-0,Bigg Rigg,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,185,Middleweight
1312,1312,Cory Hendricks,3-1-0,,"6' 3""",205 lbs.,--,,"May 10, 1988",3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0,205,Lightheavyweight
1313,1313,Luis Henrique,NC),KLB,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,243,Heavyweight
1314,1314,Diego Henrique da Silva,NC),Gaucho,"6' 2""",185 lbs.,--,Orthodox,"Aug 22, 1986",2.53,0.57,3.27,0.3,0.0,0.0,0.63,0.0,185,Middleweight
1315,1315,Danny Henry,12-4-0,The Hatchet,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988",5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2,145,Featherweight
1316,1316,TJ Hepburn,4-2-0,The Carnivore,"5' 7""",155 lbs.,--,,--,0.73,0.37,0.13,0.81,2.0,0.4,0.6,0.0,155,Lightweight
1317,1317,Jai Herbert,10-2-0,Black Country Banger,"6' 1""",155 lbs.,"77""",Orthodox,"May 13, 1988",1.83,0.3,2.61,0.48,0.0,0.0,0.33,0.0,155,Lightweight
1318,1318,Ed Herman,NC),Short Fuse,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2,205,Lightheavyweight
1319,1319,Dave Herman,22-6-0,,"6' 4""",242 lbs.,"77""",Orthodox,"Oct 03, 1984",4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,242,Heavyweight
1320,1320,Jack Hermansson,21-5-0,The Joker,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",5.08,0.48,2.52,0.56,2.19,0.35,0.73,0.9,185,Middleweight
1323,1323,Ramiro Hernandez,19-9-0,Junior,"5' 9""",135 lbs.,--,Orthodox,"Jul 22, 1986",2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0,135,Bantamweight
1324,1324,Alexander Hernandez,12-3-0,The Great,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",3.64,0.4,3.89,0.54,2.08,0.38,0.57,0.0,155,Lightweight
1325,1325,Anthony Hernandez,NC),Fluffy,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",5.03,0.53,6.61,0.44,5.27,0.66,0.85,0.9,185,Middleweight
1326,1326,Nohelin Hernandez,9-4-0,Suave,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 01, 1994",1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,135,Bantamweight
1327,1327,Paul Herrera,1-1-0,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1328,1328,Chris Herrera,3-2-1,The Crusher,"5' 10""",185 lbs.,--,,--,2.04,0.37,3.35,0.48,1.8,1.0,1.0,0.0,185,Middleweight
1329,1329,Geane Herrera,9-3-0,La Pulga,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,125,Flyweight
1330,1330,Alvaro Herrera Mendoza,9-6-0,Chango,"6' 0""",155 lbs.,"74""",Orthodox,"May 14, 1990",1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1,155,Lightweight
1331,1331,Felice Herrig,14-9-0,Lil Bulldog,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",3.63,0.36,4.84,0.49,1.18,0.3,0.72,0.9,115,Strawweight
1332,1332,Heath Herring,NC),The Texas Crazy Horse,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,250,Heavyweight
1333,1333,Jon Hess,1-1-0,,"6' 7""",295 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,Heavyweight
1334,1334,Clint Hester,11-6-0,Headbussa,"6' 2""",205 lbs.,"77""",Orthodox,"Nov 21, 1986",3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,205,Lightheavyweight
1335,1335,Brandon Hester,3-0-0,The Beast,"6' 1""",205 lbs.,--,,--,3.53,0.53,0.4,0.68,4.0,0.8,0.0,0.0,205,Lightheavyweight
1336,1336,Jimy Hettes,11-3-0,The Kid,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,145,Featherweight
1337,1337,Conor Heun,9-5-0,Hurricane,"5' 10""",155 lbs.,--,Orthodox,"Feb 11, 1979",2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3,155,Lightweight
1338,1338,Marcus Hicks,NC),The Wrecking Ball,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975",1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0,155,Lightweight
1339,1339,Jay Hieron,23-7-0,The Thoroughbred,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,170,Welterweight
1340,1340,Lee Higgins,2-1-0,,--,155 lbs.,--,,"Jul 14, 1980",1.02,0.26,3.68,0.4,0.0,0.0,0.0,0.0,155,Lightweight
1341,1341,Jason High,21-6-0,The Kansas City Bandit,"5' 8""",155 lbs.,"73""",Southpaw,"Oct 12, 1981",1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,155,Lightweight
1342,1342,Richie Hightower,NC),The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,"Nov 26, 1974",4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0,170,Welterweight
1343,1343,Alex Higley,4-3-0,,"5' 10""",145 lbs.,--,,--,0.29,1.0,1.74,0.6,0.0,0.0,0.0,0.0,145,Featherweight
1344,1344,Corey Hill,6-9-0,,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978",3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,155,Lightweight
1345,1345,Isaiah Hill,NC),,"5' 10""",155 lbs.,--,,--,4.84,0.5,0.97,0.8,0.0,0.0,0.66,14.5,155,Lightweight
1346,1346,Angela Hill,12-9-0,Overkill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",5.7,0.49,5.16,0.63,0.41,0.37,0.77,0.1,115,Strawweight
1347,1347,Tyler Hill,8-2-0,,"6' 3""",170 lbs.,--,Switch,"Aug 10, 1991",3.64,0.39,5.33,0.47,0.0,0.0,0.0,0.0,170,Welterweight
1348,1348,Jamahal Hill,NC),Sweet Dreams,"6' 4""",205 lbs.,"79""",Southpaw,"May 19, 1991",7.9,0.52,2.81,0.48,0.0,0.0,0.53,0.0,205,Lightheavyweight
1349,1349,Kailan Hill,NC),,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 01, 1994",2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0,185,Middleweight
1350,1350,Branden Lee Hinkle,NC),The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,"Jul 29, 1973",2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3,235,Heavyweight
1351,1351,Hatsu Hioki,29-10-2,,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,145,Featherweight
1352,1352,Alan Hiro,14-5-4,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,"Apr 04, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,Bantamweight
1353,1353,Kuniyoshi Hironaka,23-9-0,,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6,168,Welterweight
1354,1354,Mizuto Hirota,18-10-2,Pugnus,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,155,Lightweight
1355,1355,Yuji Hisamatsu,16-22-6,,"5' 10""",185 lbs.,--,,"Sep 18, 1971",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
1356,1356,Kwan Ho Kwak,9-2-0,,"5' 5""",135 lbs.,--,Switch,"Jun 18, 1989",3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0,135,Bantamweight
1357,1357,Matt Hobar,9-3-0,The Crowbar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987",3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,135,Bantamweight
1358,1358,Bobby Hoffman,NC),The Truth,"6' 2""",245 lbs.,--,Orthodox,"Oct 28, 1968",2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2,245,Heavyweight
1359,1359,Sam Hoger,10-4-0,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,"Jun 28, 1980",1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,205,Lightheavyweight
1360,1360,Andrew Holbrook,12-3-0,,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,155,Lightweight
1361,1361,Sean Holden,5-2-0,,"5' 10""",170 lbs.,--,,"Sep 17, 1984",2.4,0.59,0.6,0.59,5.0,0.83,0.0,2.0,170,Welterweight
1362,1362,Chris Holdsworth,6-0-0,,"5' 11""",135 lbs.,--,,"Oct 24, 1987",1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0,135,Bantamweight
1363,1363,Kevin Holland,20-5-0,Trailblazer,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",4.68,0.56,2.8,0.56,1.21,0.42,0.54,0.8,185,Middleweight
1364,1364,Roger Hollett,13-5-0,The Hulk,"5' 11""",205 lbs.,--,Orthodox,"Oct 08, 1978",1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,205,Lightheavyweight
1365,1365,Max Holloway,21-6-0,Blessed,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",6.47,0.44,4.52,0.61,0.22,0.83,0.83,0.4,145,Featherweight
1366,1366,Gabrielle Holloway,6-5-0,Gabanator,"5' 3""",145 lbs.,--,,"Apr 15, 1990",0.7,0.42,3.07,0.34,3.0,0.35,0.16,1.0,145,Featherweight
1367,1367,Jeremie Holloway,8-3-0,Hit Em,"6' 0""",170 lbs.,--,,"Sep 29, 1984",0.81,0.5,0.51,0.79,0.0,0.0,0.0,0.0,170,Welterweight
1368,1368,Holly Holm,14-5-0,The Preacher's Daughter,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 17, 1981",3.16,0.38,2.8,0.57,0.81,0.3,0.76,0.1,135,Bantamweight
1369,1369,Rex Holman,4-2-0,Big Dog,"6' 3""",205 lbs.,--,Southpaw,--,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,205,Lightheavyweight
1370,1370,Kurt Holobaugh,NC),,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7,155,Lightweight
1371,1371,Paddy Holohan,12-2-1,The Hooligan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988",2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,125,Flyweight
1372,1372,Ben Holscher,4-0-0,The Teacher,"5' 11""",155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
1373,1373,Mark Holst,12-6-0,Boots,"6' 0""",155 lbs.,--,Orthodox,"Aug 14, 1985",0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,155,Lightweight
