,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
1033,Claudia Gadelha,18-5-0,Claudinha,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",3.31,41%,4.57,57%,3.03,42%,58%,0.7
1034,Alavutdin Gadjiev,18-13-1,,"6' 2""",185 lbs.,--,Orthodox,"Jun 23, 1982",0.99,27%,0.99,57%,0.0,0%,50%,0.0
1035,Justin Gaethje,22-3-0,The Highlight,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",7.46,59%,7.99,55%,0.0,0%,69%,0.0
1036,Sheila Gaff,9-7-0,The German Tank,"5' 5""",135 lbs.,--,Orthodox,"Dec 29, 1989",1.6,50%,2.89,28%,0.0,0%,20%,0.0
1037,Muin Gafurov,16-2-0,Tajik,"5' 7""",135 lbs.,--,,"May 17, 1996",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1038,Mitch Gagnon,12-5-0,,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984",2.76,46%,2.21,61%,1.16,25%,65%,1.9
1039,Brandon Gaines,5-21-0,,"6' 3""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1040,Travis Galbraith,18-7-0,The Gladiator,"6' 0""",170 lbs.,--,Orthodox,"May 18, 1981",2.21,40%,3.45,48%,1.33,25%,0%,1.3
1041,Dave Galera,5-1-0,Scarecrow,"5' 11""",135 lbs.,--,Orthodox,"Jan 12, 1978",1.67,69%,0.53,33%,0.0,0%,14%,2.0
1042,Zelg Galesic,11-9-0,Benkei,"6' 2""",185 lbs.,--,Orthodox,"Feb 16, 1979",4.86,62%,0.61,66%,1.3,100%,20%,1.3
1043,Mickey Gall,6-3-0,,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",2.55,46%,3.65,42%,1.15,26%,40%,2.1
1044,Daniel Gallemore,7-3-0,Big Kansas,"6' 5""",265 lbs.,--,,--,3.1,41%,6.0,52%,0.0,0%,0%,0.0
1045,Tom Gallicchio,19-10-0,Da Tank,"5' 10""",170 lbs.,--,Southpaw,"Sep 23, 1986",3.53,26%,7.07,43%,1.0,11%,0%,0.0
1046,Turrell Galloway,8-6-0,,"5' 3""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1047,Eric Galvan,0-0-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1048,Andre Galvao,5-2-0,,"5' 7""",168 lbs.,--,Orthodox,"Sep 29, 1982",2.34,52%,1.56,58%,2.02,27%,0%,2.8
1049,Marcos Galvao,18-8-1,Loro,"5' 7""",135 lbs.,--,Orthodox,"Jun 23, 1981",1.97,32%,3.86,61%,2.27,28%,88%,1.1
1050,Lucas Gamaza,8-4-0,,--,170 lbs.,--,,--,7.57,31%,6.99,45%,0.0,0%,0%,0.0
1051,Joey Gambino,9-2-0,The Raging Warrior,"5' 7""",145 lbs.,--,Orthodox,"Oct 26, 1988",2.47,35%,2.53,51%,0.0,0%,42%,0.8
1052,Manvel Gamburyan,NC),The Anvil,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",2.13,41%,2.83,55%,3.26,34%,69%,0.7
1053,Mateusz Gamrot,NC),Gamer,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",3.47,41%,2.47,56%,5.0,31%,100%,0.0
1054,Shamil Gamzatov,14-0-0,,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990",4.27,46%,2.13,58%,0.0,0%,50%,0.0
1055,Ariel Gandulla,NC),,"5' 11""",205 lbs.,--,Orthodox,"May 07, 1968",1.95,23%,2.07,72%,1.88,66%,0%,0.0
1056,Ciryl Gane,7-0-0,Bon Gamin,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",5.61,54%,1.95,73%,1.08,60%,100%,0.7
1057,Sean Gannon,2-1-0,The Cannon,"6' 3""",265 lbs.,--,Southpaw,--,0.0,0%,6.38,28%,0.0,0%,50%,0.0
1058,Eduardo Garagorri,13-2-0,,"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989",3.42,51%,2.36,58%,0.48,100%,61%,0.0
1059,Cody Garbrandt,12-3-0,No Love,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",3.35,37%,3.33,65%,0.84,33%,100%,0.0
1060,Leonard Garcia,18-13-1,Bad Boy,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",2.77,24%,4.79,52%,0.3,26%,42%,0.5
1061,Edgar Garcia,14-5-0,,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984",3.16,29%,4.23,60%,2.21,57%,50%,0.6
1062,Alejandro Garcia,NC),Alex,"5' 7""",145 lbs.,--,,--,1.22,62%,1.14,65%,8.55,87%,66%,0.0
1063,Alex Garcia,15-6-0,The Dominican Nightmare,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",1.81,31%,3.03,59%,3.72,52%,66%,0.1
1064,Nick Garcia,NC),Nitro,"5' 4""",125 lbs.,--,,--,0.67,25%,3.03,50%,0.0,0%,83%,5.1
1065,Steve Garcia,11-4-0,Mean Machine,"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992",4.31,55%,2.52,36%,0.61,25%,100%,0.6
1066,Elias Garcia,6-2-0,,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992",1.59,27%,5.05,50%,0.68,14%,33%,1.4
1067,Rulon Gardner,1-0-0,,"6' 3""",265 lbs.,--,Orthodox,"Aug 16, 1971",2.05,25%,1.45,60%,0.75,100%,100%,0.0
1068,David Gardner,18-21-0,,"5' 11""",155 lbs.,--,Orthodox,"May 17, 1977",0.17,100%,0.34,0%,0.0,0%,66%,0.0
1069,Pablo Garza,12-4-0,The Scarecrow,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",3.37,44%,2.7,50%,0.94,25%,15%,1.3
1070,Azamat Gashimov,8-3-0,,"5' 6""",125 lbs.,--,Orthodox,"Apr 07, 1990",1.24,21%,4.75,53%,1.69,25%,0%,0.0
1071,Brian Gassaway,NC),,"6' 1""",170 lbs.,--,Orthodox,"Aug 07, 1972",0.34,26%,3.65,44%,0.0,0%,42%,0.0
1072,Kelvin Gastelum,NC),,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",3.72,43%,3.0,59%,0.87,37%,63%,0.1
1073,Willie Gates,12-7-0,,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",1.8,38%,4.28,38%,0.0,0%,67%,0.4
1074,Melissa Gatto,6-0-2,,"5' 5""",135 lbs.,--,Orthodox,"Feb 05, 1996",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1075,Louis Gaudinot,NC),Goodnight,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",2.34,37%,6.42,48%,0.57,40%,31%,1.1
1076,Charlene Gellner,0-4-0,Princess,"5' 2""",125 lbs.,--,,--,2.01,42%,3.24,43%,0.0,0%,0%,1.7
1077,Chad George,16-8-0,Savage,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982",1.26,50%,1.11,65%,3.08,46%,0%,1.3
1078,Paul Georgieff,6-2-0,,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982",2.55,40%,2.34,35%,0.0,0%,0%,0.0
1079,Brian Geraghty,26-18-1,Duke,"5' 7""",155 lbs.,--,Orthodox,"Nov 04, 1980",0.47,25%,9.77,36%,0.0,0%,50%,0.0
1080,Derek Getzel,8-5-0,The Pretzel,"6' 0""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1081,Karine Gevorgyan,3-3-0,The Princess,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989",1.2,20%,1.8,76%,0.0,0%,0%,0.0
1082,Darrel Gholar,5-6-0,,"5' 8""",194 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1083,Tiki Ghosn,10-7-1,,"5' 10""",170 lbs.,--,Orthodox,"Feb 09, 1977",2.78,46%,2.94,58%,0.41,50%,61%,0.0
1084,Christos Giagos,17-8-0,The Spartan,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",3.05,40%,2.73,49%,2.74,42%,50%,0.4
1085,Joe Giannetti,6-1-0,,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995",1.93,38%,2.8,40%,1.0,16%,0%,0.0
1086,Nick Gibbons,2-1-0,,"5' 10""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1087,James Giboo,13-5-0,,"5' 11""",170 lbs.,--,Orthodox,"Jan 06, 1978",1.2,27%,7.08,39%,0.0,0%,0%,0.0
1088,Lance Gibson,4-5-0,Fearless,"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970",1.21,75%,6.44,20%,0.0,0%,0%,0.0
1089,Lee Gibson,12-4-0,Lethal,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1090,Cody Gibson,15-7-0,The Renegade,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",2.47,31%,2.54,63%,1.85,38%,58%,0.4
1091,Chase Gibson,9-5-0,El Guero,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990",3.13,54%,6.4,52%,0.0,0%,0%,0.0
1092,Kenny Giddens,12-7-0,,"5' 11""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1093,Thomas Gifford,NC),The Young Lion,"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",3.97,37%,6.45,37%,0.5,33%,33%,0.0
1094,Joseph Gigliotti,7-2-0,Capo,"5' 11""",185 lbs.,--,Orthodox,"Aug 13, 1993",1.04,39%,2.92,45%,1.56,100%,50%,0.8
1095,Joey Gilbert,2-3-0,,"5' 11""",155 lbs.,--,Orthodox,"Jun 05, 1976",0.61,42%,4.44,31%,0.0,0%,0%,0.0
1096,Trevin Giles,13-2-0,,"6' 0""",185 lbs.,"74""",Orthodox,"Aug 06, 1992",3.57,57%,1.83,64%,1.45,87%,80%,0.2
1097,Kultar Gill,12-8-0,Black Mamba,"6' 0""",154 lbs.,--,Orthodox,"Mar 24, 1979",1.14,50%,0.4,41%,1.71,66%,38%,0.0
1098,Jesse Gillespie,3-2-0,,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1099,Gregor Gillespie,13-1-0,The Gift,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.58,49%,2.14,60%,7.02,47%,0%,0.9
1100,Jason Gilliam,14-9-0,,"6' 0""",170 lbs.,--,Orthodox,--,0.79,33%,3.14,42%,0.0,0%,0%,0.0
1101,Krishaun Gilmore,0-1-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1102,Alex Gilpin,11-1-0,,"5' 7""",145 lbs.,--,Orthodox,"Mar 26, 1992",6.8,54%,12.29,42%,2.17,25%,0%,2.2
1103,Bob Gilstrap,5-7-0,,"6' 3""",200 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1104,Demetrius Gioulacos,0-1-0,,"5' 11""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1105,Billy Giovanella,9-5-0,Wolverine,"5' 8""",125 lbs.,--,,"Aug 20, 1985",1.27,40%,2.02,52%,0.87,12%,100%,1.7
1106,He-Man Gipson,1-2-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1107,Israel Giron,19-5-0,El Rojo,"5' 8""",155 lbs.,--,,"Jan 16, 1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1108,Brandon Girtz,14-7-0,Cold Roll,"5' 7""",155 lbs.,--,,"Mar 06, 1985",2.5,60%,1.92,47%,5.76,100%,100%,0.0
1109,Jason Glaza,3-2-0,,"6' 0""",230 lbs.,--,,--,4.34,54%,0.43,40%,4.34,100%,0%,4.3
1110,Mike Glenn,5-6-0,,--,205 lbs.,--,,"Oct 09, 1977",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1111,Rick Glenn,21-6-1,The Gladiator,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989",4.31,42%,4.29,53%,0.67,13%,66%,0.3
1112,Mark Godbeer,13-4-0,The Hand Of,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983",3.97,53%,3.3,54%,0.0,0%,28%,0.0
1113,Clint Godfrey,13-3-0,,"5' 6""",135 lbs.,--,Southpaw,"Oct 21, 1982",0.57,31%,0.96,65%,0.85,25%,50%,0.0
1114,Jason Godsey,16-16-0,,"6' 2""",230 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1115,Allan Goes,10-5-2,,"6' 0""",205 lbs.,--,Orthodox,"Apr 20, 1971",0.64,52%,1.35,41%,1.75,40%,0%,2.6
1116,Jonny Goh,3-4-0,,"5' 11""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1117,Hannah Goldy,5-1-0,24K,"5' 4""",125 lbs.,"61""",Orthodox,"May 18, 1992",6.53,46%,3.9,55%,0.0,0%,66%,0.0
1118,Marcelo Golm,6-3-0,,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",4.27,58%,4.3,45%,0.45,50%,87%,0.5
1119,Sergio Gomez,10-3-0,,"5' 6""",155 lbs.,--,Orthodox,"Apr 29, 1982",1.5,42%,1.16,56%,2.57,66%,31%,0.0
1120,Frank Gomez,10-6-0,,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986",1.52,48%,0.79,66%,1.14,60%,70%,0.8
1121,Alan Gomez,2-0-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1122,David Gomez,1-2-0,,--,155 lbs.,--,,"Aug 08, 1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1123,Ulysses Gomez,9-5-0,Useless,"5' 6""",125 lbs.,--,Orthodox,"May 25, 1983",2.72,25%,3.57,68%,0.0,0%,0%,0.0
1124,Joey Gomez,6-2-0,KO King,"5' 10""",135 lbs.,"73""",Orthodox,"Jul 21, 1986",2.44,28%,4.46,55%,0.62,100%,50%,0.0
1125,Luis Gomez,4-1-0,Tiger Junior,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",1.57,33%,4.03,55%,4.48,50%,33%,0.0
1126,Joey Gomez,7-1-0,,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",3.73,49%,3.33,50%,2.0,28%,0%,0.0
1127,Edson Gomez,6-2-0,,"5' 8""",170 lbs.,"69""",Switch,"Feb 23, 1991",2.66,32%,8.78,45%,0.0,0%,0%,0.0
1128,Silvana Gomez Juarez,6-2-0,La Malvada,"5' 3""",125 lbs.,--,Orthodox,"Jun 12, 1984",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1129,Takanori Gomi,NC),The Fireball Kid,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",3.81,41%,3.52,60%,1.23,65%,63%,0.8
1130,Akihiro Gono,35-21-8,,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5
1131,Gabriel Gonzaga,17-11-0,Napao,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.8,39%,66%,1.1
1132,Justin Gonzales,6-0-0,J-Train,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991",6.67,80%,0.87,43%,14.0,73%,100%,0.0
1133,Fernando Gonzalez,26-14-0,The Menifee Maniac,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983",4.47,47%,4.03,65%,0.86,33%,43%,1.4
1134,Nick Gonzalez,NC),The Ghost,"5' 6""",155 lbs.,--,Orthodox,"Mar 03, 1981",0.59,20%,2.35,33%,0.0,0%,50%,0.0
1135,Fabian Gonzalez,2-1-0,,"5' 10""",135 lbs.,--,,--,3.9,48%,4.39,51%,0.0,0%,66%,0.0
1136,Lewis Gonzalez,11-3-0,Lethal,"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1987",1.4,37%,1.87,41%,2.0,33%,62%,0.0
1137,Jason Gonzalez,11-5-0,Nicoya,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",3.06,39%,3.13,58%,0.0,0%,30%,1.0
1138,Pearl Gonzalez,6-3-0,,"5' 4""",115 lbs.,--,Orthodox,"Aug 12, 1986",2.23,37%,4.07,57%,1.04,11%,0%,0.5
1139,Jorge Gonzalez,16-4-0,Street,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 29, 1984",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1140,Mikey Gonzalez,7-2-0,Rolls,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985",0.91,16%,14.55,11%,0.0,0%,0%,0.0
1141,Kier Gooch,2-7-0,,--,155 lbs.,--,,"Apr 21, 1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1142,Lyman Good,NC),Cyborg,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0
1143,Jared Gooden,17-5-0,NiteTrain,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",6.67,47%,11.2,49%,1.0,100%,100%,0.0
1144,Gary Goodridge,23-22-1,Big Daddy,"6' 3""",249 lbs.,--,Orthodox,"Jan 17, 1966",1.84,56%,2.14,48%,0.4,100%,53%,0.8
1145,Jordan Goodwin,0-0-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1146,Gerard Gordeau,2-2-0,,"6' 5""",216 lbs.,--,Orthodox,"Mar 30, 1959",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1147,Eddie Gordon,8-4-0,Truck,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,32%,2.57,60%,1.93,83%,63%,0.0
1148,Jared Gordon,16-4-0,Flash,"5' 9""",145 lbs.,"68""",Orthodox,"Sep 06, 1988",5.55,55%,3.35,59%,2.98,41%,62%,0.0
1149,Tebaris Gordon,3-1-0,Boom,"6' 1""",265 lbs.,--,Orthodox,"Jul 19, 1988",3.53,16%,49.41,22%,0.0,0%,0%,0.0
1150,Malcolm Gordon,12-5-0,X,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",0.55,13%,3.87,54%,0.0,0%,0%,0.0
1151,Alex Gorgees,6-1-0,Hitman,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995",0.67,32%,2.27,38%,0.0,0%,54%,0.0
1152,Tim Gorman,9-4-0,The Psycho,"5' 5""",135 lbs.,--,Southpaw,"Apr 29, 1983",2.73,31%,5.57,46%,1.0,9%,33%,0.0
1153,Chase Gormley,NC),,"6' 3""",265 lbs.,--,Orthodox,--,3.6,42%,6.03,44%,3.12,42%,0%,1.0
1154,Jonathan Goulet,NC),The Road Warrior,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6
1155,Thibault Gouti,12-5-0,GT,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3
1156,Wilson Gouveia,14-8-0,,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",3.02,39%,4.06,56%,0.9,66%,57%,2.2
1157,Todd Gouwenberg,9-5-0,,"6' 1""",205 lbs.,--,Orthodox,"Sep 25, 1974",0.52,23%,2.93,42%,1.57,33%,50%,0.0
1158,Hugo Govea,0-1-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1159,Justin Governale,5-5-0,The Therapist,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1160,Damian Grabowski,20-5-0,The Polish Pitbull,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",4.0,36%,7.65,51%,0.0,0%,0%,0.0
1161,Royce Gracie,15-2-3,,"6' 1""",175 lbs.,--,Southpaw,"Dec 12, 1966",0.88,41%,1.13,37%,0.0,0%,66%,0.8
1162,Crosley Gracie,2-2-0,,"5' 9""",190 lbs.,--,Orthodox,"Jul 18, 1979",1.69,37%,1.54,60%,3.46,85%,50%,0.6
1163,Daniel Gracie,5-4-1,,"6' 2""",225 lbs.,--,Orthodox,--,1.9,38%,1.33,59%,0.36,100%,80%,2.1
1164,Ralph Gracie,6-1-0,,"5' 9""",183 lbs.,--,Orthodox,--,0.86,37%,1.72,31%,0.0,0%,25%,4.0
1165,Renzo Gracie,NC),,"5' 10""",185 lbs.,--,Orthodox,"Mar 11, 1967",1.71,41%,1.67,55%,1.13,20%,40%,0.8
1166,Rickson Gracie,11-0-0,,"5' 10""",185 lbs.,--,Switch,"Nov 20, 1958",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1167,Rodrigo Gracie,6-2-1,,"6' 0""",183 lbs.,--,Orthodox,"Apr 11, 1975",1.34,51%,0.86,46%,1.49,50%,75%,0.4
1168,Royler Gracie,5-5-1,,"5' 8""",150 lbs.,--,Southpaw,"Dec 06, 1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1169,Ryan Gracie,5-2-0,,"5' 9""",200 lbs.,--,Orthodox,"Aug 14, 1974",0.82,61%,0.5,40%,2.83,75%,25%,0.9
1170,Ralek Gracie,3-1-0,,"6' 2""",210 lbs.,--,Orthodox,"Oct 04, 1985",1.61,46%,1.05,55%,2.5,75%,0%,1.7
1171,Rolles Gracie,8-4-0,,"6' 4""",242 lbs.,--,Orthodox,"Jul 14, 1978",2.3,32%,3.38,55%,2.3,10%,0%,0.0
1172,Cesar Gracie,0-1-0,,"5' 10""",181 lbs.,--,Orthodox,--,0.0,0%,17.14,50%,0.0,0%,0%,0.0
1173,Roger Gracie,8-2-0,,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",1.78,35%,1.79,61%,1.87,53%,60%,1.9
1174,Igor Gracie,5-4-0,,"5' 11""",170 lbs.,--,,"Feb 04, 1980",1.86,60%,0.99,50%,3.72,50%,0%,3.7
1175,Neiman Gracie,6-0-0,,"6' 0""",170 lbs.,--,,--,0.77,100%,0.38,75%,5.77,100%,0%,5.8
1176,Kron Gracie,5-1-0,,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",5.15,41%,8.13,53%,0.88,25%,0%,0.9
1177,Steven Graham,2-1-0,,"6' 1""",290 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
1178,Scott Graham,3-1-0,,"6' 4""",185 lbs.,--,Orthodox,--,0.91,42%,2.27,28%,0.0,0%,0%,0.0
1179,Miranda Granger,7-2-0,Danger,"5' 7""",125 lbs.,"68""",Orthodox,"Apr 13, 1992",2.91,48%,2.64,59%,0.0,0%,40%,0.0
1180,TJ Grant,21-5-0,,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",3.95,54%,3.21,56%,1.63,43%,36%,0.6
1181,Davey Grant,12-4-0,Dangerous,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",3.67,48%,2.32,63%,2.59,47%,66%,0.2
1182,Dwight Grant,10-3-0,The Body Snatcher,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984",3.39,37%,2.16,69%,0.34,100%,78%,0.0
1183,Alexa Grasso,12-3-0,,"5' 5""",115 lbs.,"66""",Orthodox,"Aug 09, 1993",5.35,42%,3.76,63%,0.32,40%,63%,0.5
1184,Tony Gravely,20-6-0,,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.69,55%,3.16,42%,5.6,51%,50%,0.8
1185,Michael Graves,6-0-1,,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",1.25,54%,1.47,58%,4.8,52%,66%,0.4
1186,Shelton Graves,7-3-0,The Gravedigger,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",2.19,69%,0.81,33%,4.86,57%,0%,0.0
1187,James Gray,4-1-0,The Phenom,"5' 9""",135 lbs.,--,Orthodox,"Oct 25, 1987",2.61,50%,18.26,44%,0.0,0%,0%,0.0
1188,Kevin Gray,9-4-0,Pocket Herc,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",3.45,62%,4.48,66%,0.0,0%,0%,0.0
1189,Sam Greco,3-1-1,,"6' 2""",205 lbs.,--,Orthodox,"May 03, 1967",2.4,75%,1.33,53%,0.0,0%,25%,1.0
1190,Bobby Green,27-11-1,King,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",5.17,51%,3.32,63%,1.56,41%,72%,0.3
1191,Desmond Green,23-8-0,The Predator,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",3.7,46%,2.51,69%,1.62,50%,75%,0.0
1192,Gabe Green,9-3-0,Gifted,"5' 10""",170 lbs.,"73""",Switch,"May 02, 1993",8.47,46%,11.67,49%,0.0,0%,0%,0.0
1193,Maurice Greene,9-6-0,The Crochet Boss,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",4.12,44%,4.37,45%,0.0,0%,28%,0.6
1194,Matt Grice,15-5-0,The Real One,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",4.09,53%,2.69,56%,2.19,37%,82%,0.5
1195,Forrest Griffin,19-7-0,,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",4.38,36%,2.81,61%,1.05,48%,57%,0.7
1196,Tyson Griffin,16-8-0,,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",3.71,41%,2.3,65%,1.87,46%,59%,0.9
1197,Max Griffin,16-8-0,Pain,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",4.08,48%,3.91,56%,1.73,53%,66%,0.5
1198,Jordan Griffin,18-8-0,Native Psycho,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",2.6,46%,3.18,48%,0.78,23%,42%,1.8
1199,Chad Griggs,11-3-0,The Grave Digger,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",2.67,50%,2.22,46%,1.51,66%,41%,0.0
1200,Chuck Grigsby,23-10-0,The Reverend,"6' 6""",205 lbs.,--,Orthodox,--,0.71,16%,3.29,46%,0.0,0%,66%,0.0
1201,Rodrigo Gripp de Sousa,7-9-0,Riscado,"5' 11""",205 lbs.,--,Orthodox,--,0.48,23%,4.81,52%,0.0,0%,0%,9.6
1202,Maxim Grishin,31-8-2,Maximus,"6' 3""",220 lbs.,"78""",Orthodox,"May 02, 1984",2.08,48%,1.44,52%,0.6,100%,66%,0.0
1203,Josh Grispi,14-5-0,The Fluke,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",1.44,41%,3.71,50%,1.97,36%,16%,2.2
1204,Garrett Gross,11-7-0,,"5' 9""",155 lbs.,--,Orthodox,"Aug 08, 1988",2.39,45%,1.67,46%,0.0,0%,52%,0.0
1205,Kendall Grove,NC),Da Spyder,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2.31,41%,2.4,54%,0.49,45%,56%,1.7
1206,Neil Grove,12-8-1,Goliath,"6' 6""",265 lbs.,--,Orthodox,"Jan 18, 1971",0.0,0%,0.0,0%,0.0,0%,100%,14.3
1207,Chris Gruetzemacher,14-4-0,Gritz,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",7.02,57%,5.54,55%,0.0,0%,62%,0.0
